transaction_id,user_id,account_age_days,total_transactions_user,avg_amount_user,amount,country,bin_country,channel,merchant_category,promo_used,avs_match,cvv_result,three_ds_flag,transaction_time,shipping_distance_km,is_fraud
78,2,1598,57,78.39,50.1,US,US,app,grocery,0,1,1,1,2024-05-16T01:17:16Z,407.45,0
79,2,1598,57,78.39,40.18,US,US,web,gaming,0,1,1,1,2024-05-18T17:02:57Z,489.23,0
80,2,1598,57,78.39,152.94,US,US,web,fashion,1,1,1,1,2024-05-31T06:33:30Z,44.06,0
81,2,1598,57,78.39,170.04,US,US,web,fashion,0,0,0,1,2024-06-15T21:11:37Z,154.56,0
82,2,1598,57,78.39,92.01,US,US,app,grocery,0,1,1,1,2024-06-18T22:38:26Z,81.59,0
83,2,1598,57,78.39,144.37,US,ES,app,gaming,0,1,1,0,2024-06-22T16:35:21Z,1518.78,0
84,2,1598,57,78.39,83.82,US,US,app,grocery,0,1,1,1,2024-07-02T19:36:07Z,427.96,0
85,2,1598,57,78.39,74.75,US,US,app,grocery,0,1,1,1,2024-07-09T18:43:56Z,221.0,0
86,2,1598,57,78.39,66.37,US,US,web,grocery,0,1,1,1,2024-07-17T17:18:51Z,319.56,0
87,2,1598,57,78.39,67.12,US,US,app,grocery,0,0,0,1,2024-07-21T14:48:52Z,241.69,0
88,2,1598,57,78.39,36.16,US,US,web,gaming,0,1,1,1,2024-07-24T16:37:45Z,153.62,0
89,2,1598,57,78.39,89.47,US,GB,web,grocery,0,1,1,1,2024-07-25T12:34:16Z,1774.4,0
90,2,1598,57,78.39,76.83,US,US,web,grocery,0,1,1,0,2024-08-04T12:47:55Z,329.96,0
91,2,1598,57,78.39,113.8,US,US,app,electronics,0,1,1,0,2024-08-14T06:45:54Z,273.35,0
92,2,1598,57,78.39,82.15,US,US,web,grocery,0,1,1,0,2024-09-02T07:13:09Z,293.38,0
93,2,1598,57,78.39,72.27,US,US,app,electronics,0,1,1,1,2024-09-11T10:35:49Z,209.89,0
94,2,1598,57,78.39,50.71,US,US,web,fashion,0,1,1,1,2024-09-13T23:36:45Z,496.48,0
95,2,1598,57,78.39,81.27,US,US,app,fashion,1,0,1,1,2024-09-18T07:59:04Z,363.1,0
96,2,1598,57,78.39,113.39,US,US,app,gaming,1,1,1,1,2024-09-22T09:24:56Z,472.98,0
97,2,1598,57,78.39,44.26,US,US,web,electronics,0,0,1,1,2024-09-26T09:46:11Z,101.32,0
98,2,1598,57,78.39,81.9,US,US,web,electronics,1,1,1,1,2024-10-04T23:13:27Z,403.79,0
99,2,1598,57,78.39,88.08,US,US,web,gaming,0,1,1,1,2024-10-05T17:28:20Z,375.11,0
100,2,1598,57,78.39,54.75,US,US,app,gaming,1,1,1,1,2024-10-10T20:31:48Z,374.61,0
101,2,1598,57,78.39,58.43,US,US,web,travel,0,1,1,1,2024-10-18T01:50:26Z,129.19,0
102,2,1598,57,78.39,87.97,US,US,app,electronics,0,1,1,1,2024-10-23T00:08:33Z,460.63,0
103,2,1598,57,78.39,44.48,US,US,web,fashion,0,0,1,1,2024-10-26T21:23:33Z,11.32,0
104,2,1598,57,78.39,93.38,US,US,web,travel,0,1,1,1,2024-10-29T19:22:08Z,389.69,0
105,3,954,40,172.03,109.95,TR,TR,app,travel,0,1,1,1,2024-01-03T03:03:01Z,381.71,0
106,3,954,40,172.03,292.69,TR,TR,app,grocery,0,1,1,1,2024-01-05T11:49:37Z,341.12,0
107,3,954,40,172.03,553.69,TR,IT,web,electronics,1,0,1,0,2024-01-09T09:13:46Z,609.84,0
108,3,954,40,172.03,111.87,TR,TR,web,fashion,0,1,1,1,2024-02-02T06:20:09Z,4.82,0
109,3,954,40,172.03,224.71,TR,TR,app,fashion,0,1,1,1,2024-02-03T21:01:08Z,78.27,0
110,3,954,40,172.03,119.62,TR,TR,web,travel,0,1,1,1,2024-02-06T18:53:52Z,427.64,0
111,3,954,40,172.03,289.5,TR,TR,app,electronics,0,0,0,0,2024-02-17T03:52:56Z,404.74,0
112,3,954,40,172.03,91.38,TR,TR,app,travel,0,1,1,0,2024-03-01T09:06:26Z,381.83,0
113,3,954,40,172.03,218.76,TR,TR,web,grocery,0,1,1,1,2024-03-10T03:20:03Z,467.86,0
114,3,954,40,172.03,111.18,TR,TR,app,fashion,0,1,1,0,2024-03-17T15:37:11Z,210.31,0
115,3,954,40,172.03,155.12,TR,DE,web,electronics,0,0,0,1,2024-03-30T09:55:57Z,3044.76,1
116,3,954,40,172.03,4.08,TR,DE,web,electronics,0,1,1,1,2024-04-13T08:22:02Z,2243.25,1
117,3,954,40,172.03,102.74,TR,TR,app,electronics,0,1,1,1,2024-04-17T07:53:35Z,367.18,0
118,3,954,40,172.03,259.53,TR,TR,app,gaming,0,1,1,1,2024-04-21T17:34:56Z,211.43,0
119,3,954,40,172.03,113.2,TR,TR,web,grocery,0,1,0,0,2024-05-07T20:43:45Z,231.92,0
120,3,954,40,172.03,226.71,TR,TR,web,fashion,0,1,1,1,2024-05-16T11:01:53Z,361.33,0
121,3,954,40,172.03,144.84,TR,TR,web,electronics,0,0,0,1,2024-05-22T17:22:52Z,148.25,0
122,3,954,40,172.03,162.46,TR,TR,web,fashion,0,1,1,1,2024-05-29T13:48:03Z,81.0,0
123,3,954,40,172.03,185.22,TR,TR,web,travel,0,1,1,1,2024-06-01T15:40:09Z,92.97,0
124,3,954,40,172.03,117.54,TR,TR,web,gaming,1,1,1,1,2024-06-15T20:15:30Z,326.35,0
125,3,954,40,172.03,191.11,TR,TR,web,travel,0,1,1,1,2024-06-28T08:44:07Z,104.12,0
126,3,954,40,172.03,369.76,TR,TR,web,travel,0,1,1,1,2024-07-06T17:58:05Z,264.51,0
127,3,954,40,172.03,116.59,TR,TR,web,travel,0,1,1,1,2024-07-17T15:44:56Z,258.51,0
128,3,954,40,172.03,309.08,TR,TR,app,grocery,0,1,1,1,2024-07-23T02:01:44Z,388.71,0
129,3,954,40,172.03,363.85,TR,RO,web,electronics,0,0,1,1,2024-07-24T11:45:01Z,1655.42,0
130,3,954,40,172.03,114.39,TR,TR,app,grocery,0,1,1,1,2024-07-25T10:30:47Z,157.14,0
131,3,954,40,172.03,83.11,TR,TR,app,electronics,0,1,0,0,2024-07-29T12:41:55Z,79.39,0
132,3,954,40,172.03,200.07,TR,TR,app,fashion,1,1,1,1,2024-08-06T02:13:50Z,90.46,0
133,3,954,40,172.03,130.84,TR,TR,web,gaming,0,1,1,1,2024-08-06T11:26:52Z,321.73,0
134,3,954,40,172.03,437.9,TR,TR,app,gaming,0,0,1,1,2024-08-19T22:30:51Z,60.35,0
135,3,954,40,172.03,175.05,TR,TR,app,travel,1,0,0,1,2024-08-31T11:19:41Z,134.1,0
136,3,954,40,172.03,115.19,TR,TR,app,travel,0,1,1,0,2024-08-31T12:18:23Z,3.93,0
137,3,954,40,172.03,96.94,TR,TR,web,grocery,1,1,1,0,2024-09-20T07:17:27Z,489.65,0
138,3,954,40,172.03,296.68,TR,TR,app,gaming,0,1,1,1,2024-09-21T11:24:10Z,434.18,0
139,3,954,40,172.03,129.29,TR,ES,web,grocery,0,1,1,0,2024-09-25T03:07:24Z,2057.06,0
140,3,954,40,172.03,175.85,TR,TR,web,grocery,0,1,1,1,2024-09-29T14:18:10Z,229.42,0
141,3,954,40,172.03,277.44,TR,TR,app,gaming,0,1,1,1,2024-10-01T09:35:10Z,139.32,0
142,3,954,40,172.03,135.04,TR,TR,web,grocery,0,1,1,1,2024-10-15T09:00:41Z,378.12,0
143,3,954,40,172.03,168.13,TR,TR,app,travel,1,1,1,1,2024-10-24T15:56:19Z,301.81,0
144,3,954,40,172.03,170.61,TR,TR,web,gaming,0,1,1,1,2024-10-28T07:01:07Z,286.3,0
145,4,566,59,412.83,580.97,PL,PL,app,electronics,0,1,1,0,2024-01-01T04:10:34Z,398.11,0
146,4,566,59,412.83,554.69,PL,PL,app,fashion,0,1,1,1,2024-01-15T04:04:07Z,104.08,0
147,4,566,59,412.83,369.8,PL,PL,web,gaming,0,1,1,1,2024-01-19T03:32:15Z,81.61,0
148,4,566,59,412.83,426.18,PL,PL,web,grocery,1,0,1,0,2024-01-21T12:09:53Z,415.83,0
149,4,566,59,412.83,342.8,PL,PL,app,travel,0,1,1,1,2024-01-24T17:09:41Z,437.28,0
150,4,566,59,412.83,197.2,PL,PL,web,travel,1,1,1,0,2024-02-16T23:01:05Z,229.89,0
151,4,566,59,412.83,469.58,PL,PL,app,gaming,0,1,1,1,2024-02-17T20:20:34Z,283.18,0
152,4,566,59,412.83,1063.29,PL,PL,web,grocery,0,1,1,0,2024-02-20T16:36:59Z,49.94,0
153,4,566,59,412.83,265.38,PL,PL,app,travel,0,1,1,1,2024-02-21T17:48:35Z,75.57,0
154,4,566,59,412.83,280.48,PL,PL,web,gaming,0,1,1,1,2024-02-22T09:15:49Z,445.18,0
155,4,566,59,412.83,267.11,PL,PL,web,grocery,0,0,1,1,2024-02-22T20:39:08Z,439.68,0
156,4,566,59,412.83,593.08,PL,PL,app,grocery,0,1,1,0,2024-02-22T20:56:30Z,430.03,0
157,4,566,59,412.83,516.6,PL,PL,web,fashion,0,0,0,0,2024-02-26T18:46:11Z,52.53,0
158,4,566,59,412.83,381.37,PL,PL,web,fashion,0,1,1,1,2024-03-03T15:35:37Z,302.73,0
159,4,566,59,412.83,260.87,PL,PL,web,grocery,0,1,1,1,2024-03-08T18:34:02Z,118.13,0
160,4,566,59,412.83,432.34,PL,PL,web,electronics,0,1,1,1,2024-03-15T15:02:47Z,367.98,0
161,4,566,59,412.83,188.81,PL,PL,app,fashion,0,1,1,1,2024-03-16T09:59:18Z,99.14,0
162,4,566,59,412.83,443.52,PL,ES,app,electronics,1,1,1,1,2024-03-26T05:53:14Z,2245.21,0
163,4,566,59,412.83,638.29,PL,PL,app,grocery,0,1,1,1,2024-04-01T00:45:53Z,441.71,0
164,4,566,59,412.83,220.84,PL,PL,web,grocery,0,1,1,1,2024-04-01T06:49:30Z,270.74,0
165,4,566,59,412.83,191.86,PL,PL,web,gaming,1,1,1,1,2024-04-18T13:10:16Z,253.96,0
166,4,566,59,412.83,909.37,PL,PL,web,grocery,0,1,1,1,2024-04-20T19:59:58Z,318.82,0
167,4,566,59,412.83,304.04,PL,PL,app,fashion,1,1,1,0,2024-04-23T06:40:28Z,53.14,0
168,4,566,59,412.83,728.51,PL,PL,app,fashion,0,1,1,1,2024-04-23T23:00:22Z,276.24,0
169,4,566,59,412.83,382.23,PL,PL,web,grocery,0,1,1,0,2024-04-24T03:26:00Z,122.84,0
170,4,566,59,412.83,380.72,PL,PL,app,gaming,0,0,1,0,2024-05-05T21:34:24Z,415.74,0
171,4,566,59,412.83,514.01,PL,PL,app,travel,0,0,0,0,2024-05-07T16:51:12Z,26.31,0
172,4,566,59,412.83,265.34,PL,PL,web,electronics,0,1,1,1,2024-05-12T15:05:41Z,307.26,0
173,4,566,59,412.83,441.1,PL,PL,web,gaming,1,1,0,0,2024-05-18T00:45:26Z,148.94,0
174,4,566,59,412.83,341.14,PL,PL,web,travel,0,0,1,1,2024-05-18T01:21:02Z,10.63,0
175,4,566,59,412.83,213.32,PL,PL,app,gaming,1,0,0,0,2024-05-18T08:28:42Z,342.54,0
176,4,566,59,412.83,488.71,PL,PL,web,grocery,0,1,1,1,2024-05-29T05:19:27Z,356.61,0
177,4,566,59,412.83,361.9,PL,PL,app,gaming,0,0,1,1,2024-05-31T00:35:00Z,222.35,0
178,4,566,59,412.83,381.66,PL,PL,web,travel,0,1,1,1,2024-06-14T09:00:20Z,57.33,0
179,4,566,59,412.83,225.42,PL,PL,web,grocery,0,1,1,1,2024-06-15T10:05:12Z,194.54,0
180,4,566,59,412.83,914.82,PL,PL,web,gaming,0,1,1,1,2024-06-21T08:07:38Z,329.25,0
181,4,566,59,412.83,639.95,PL,PL,web,grocery,0,1,1,1,2024-06-27T08:36:03Z,346.27,0
182,4,566,59,412.83,668.55,PL,PL,app,grocery,0,1,1,1,2024-07-08T00:10:42Z,236.69,0
183,4,566,59,412.83,354.36,PL,PL,web,electronics,0,0,1,0,2024-07-09T03:29:52Z,348.67,0
184,4,566,59,412.83,173.89,PL,PL,app,fashion,1,1,1,1,2024-07-10T02:43:30Z,248.11,0
185,4,566,59,412.83,1096.07,PL,PL,app,electronics,0,1,1,1,2024-07-15T13:53:44Z,224.32,0
186,4,566,59,412.83,400.41,PL,PL,web,gaming,0,1,1,1,2024-07-15T23:51:12Z,380.53,0
187,4,566,59,412.83,283.9,PL,PL,app,electronics,1,1,1,0,2024-07-17T22:13:52Z,6.04,0
188,4,566,59,412.83,508.48,PL,PL,app,fashion,0,1,1,1,2024-07-21T20:35:07Z,471.8,0
189,4,566,59,412.83,739.96,PL,PL,web,fashion,0,0,1,1,2024-08-07T03:36:44Z,16.25,0
190,4,566,59,412.83,408.1,PL,PL,app,gaming,0,1,1,0,2024-08-23T13:59:52Z,146.8,0
191,4,566,59,412.83,782.36,PL,PL,web,travel,0,1,1,1,2024-09-05T05:22:03Z,187.59,0
192,4,566,59,412.83,709.48,PL,PL,app,gaming,0,1,1,1,2024-09-05T21:35:31Z,207.05,0
193,4,566,59,412.83,241.01,PL,PL,web,electronics,0,0,1,1,2024-09-06T05:12:08Z,148.47,0
194,4,566,59,412.83,294.75,PL,PL,web,fashion,1,1,1,1,2024-09-08T08:08:22Z,237.69,0
195,4,566,59,412.83,666.34,PL,PL,web,travel,0,1,1,1,2024-09-08T17:02:46Z,324.91,0
196,4,566,59,412.83,106.35,PL,PL,app,fashion,1,1,1,1,2024-09-10T06:51:30Z,449.71,0
197,4,566,59,412.83,383.1,PL,PL,web,gaming,0,1,1,1,2024-09-13T22:24:06Z,198.18,0
198,4,566,59,412.83,201.87,PL,PL,web,fashion,0,1,0,1,2024-09-19T01:04:08Z,67.82,0
199,4,566,59,412.83,325.3,PL,PL,app,travel,0,1,1,1,2024-09-22T15:59:34Z,307.15,0
200,4,566,59,412.83,355.53,PL,PL,app,electronics,0,1,1,1,2024-10-05T17:31:34Z,404.17,0
201,4,566,59,412.83,345.13,PL,PL,web,travel,0,1,1,1,2024-10-08T07:43:09Z,346.8,0
202,4,566,59,412.83,313.22,PL,PL,app,grocery,0,1,1,1,2024-10-18T22:06:23Z,421.92,0
203,4,566,59,412.83,238.52,PL,PL,app,travel,0,1,1,0,2024-10-19T00:12:02Z,382.42,0
204,5,497,53,71.23,224.03,PL,PL,web,gaming,0,1,1,1,2024-01-02T20:28:29Z,409.76,0
205,5,497,53,71.23,181.2,PL,PL,app,grocery,0,1,1,1,2024-01-25T10:16:27Z,456.23,0
206,5,497,53,71.23,39.84,PL,PL,web,gaming,0,1,1,0,2024-02-04T10:49:42Z,269.39,0
207,5,497,53,71.23,157.1,PL,FR,web,travel,0,1,1,0,2024-02-18T02:37:14Z,1187.48,0
208,5,497,53,71.23,58.33,PL,PL,app,travel,0,1,1,1,2024-02-19T16:07:47Z,126.3,0
209,5,497,53,71.23,75.98,PL,PL,web,gaming,0,1,1,1,2024-02-22T08:13:35Z,99.86,0
210,5,497,53,71.23,69.01,PL,PL,app,fashion,1,1,1,0,2024-02-24T01:55:08Z,439.92,0
211,5,497,53,71.23,51.21,PL,PL,web,travel,0,0,1,0,2024-03-03T05:49:05Z,201.06,0
212,5,497,53,71.23,116.49,PL,PL,app,grocery,0,1,1,1,2024-03-03T19:25:39Z,421.22,0
213,5,497,53,71.23,75.85,PL,PL,app,gaming,0,1,1,1,2024-03-03T21:43:36Z,91.93,0
214,5,497,53,71.23,56.12,PL,US,app,gaming,0,1,0,0,2024-03-12T11:56:09Z,842.98,0
215,5,497,53,71.23,37.1,PL,PL,web,electronics,0,1,1,1,2024-03-13T09:48:24Z,60.02,0
216,5,497,53,71.23,45.56,PL,PL,app,travel,0,1,1,1,2024-04-08T11:19:17Z,109.17,0
217,5,497,53,71.23,31.35,PL,PL,app,electronics,0,1,1,1,2024-04-09T16:25:54Z,40.61,0
218,5,497,53,71.23,71.66,PL,PL,app,fashion,0,1,1,1,2024-04-19T10:21:40Z,438.45,0
219,5,497,53,71.23,39.15,PL,NL,app,grocery,0,1,0,1,2024-05-02T16:14:38Z,865.28,0
220,5,497,53,71.23,62.37,PL,PL,web,gaming,0,1,1,1,2024-05-04T04:13:40Z,324.51,0
221,5,497,53,71.23,141.3,PL,PL,web,grocery,0,0,1,1,2024-05-07T16:44:03Z,445.7,0
222,5,497,53,71.23,129.74,PL,PL,web,grocery,0,0,0,0,2024-05-08T23:32:41Z,407.58,0
223,5,497,53,71.23,70.08,PL,PL,app,travel,0,1,1,0,2024-05-15T01:09:48Z,449.43,0
224,5,497,53,71.23,68.19,PL,PL,app,gaming,0,0,0,1,2024-05-19T13:12:03Z,184.72,0
225,5,497,53,71.23,182.32,PL,PL,web,travel,0,1,1,1,2024-05-21T09:55:18Z,403.4,0
226,5,497,53,71.23,92.41,PL,PL,web,gaming,0,1,1,1,2024-05-24T17:49:37Z,155.21,0
227,5,497,53,71.23,60.46,PL,PL,web,travel,0,1,1,1,2024-05-29T14:44:18Z,93.0,0
228,5,497,53,71.23,34.91,PL,PL,web,gaming,0,1,1,1,2024-06-12T08:18:55Z,199.08,0
229,5,497,53,71.23,86.73,PL,PL,app,travel,0,1,1,1,2024-06-20T08:45:30Z,492.63,0
230,5,497,53,71.23,107.82,PL,PL,web,gaming,0,1,1,1,2024-06-25T23:11:07Z,375.75,0
231,5,497,53,71.23,51.94,PL,PL,app,gaming,0,1,1,1,2024-06-28T03:07:32Z,186.08,0
232,5,497,53,71.23,82.39,PL,PL,app,electronics,0,0,0,0,2024-07-05T06:39:36Z,406.55,0
233,5,497,53,71.23,59.39,PL,RO,web,electronics,0,1,1,1,2024-07-14T02:51:00Z,752.11,0
234,5,497,53,71.23,64.96,PL,PL,app,travel,0,0,1,1,2024-07-24T17:51:55Z,73.4,0
235,5,497,53,71.23,20.53,PL,PL,web,travel,0,1,1,1,2024-07-25T05:32:06Z,435.36,0
236,5,497,53,71.23,63.75,PL,PL,app,travel,0,0,0,0,2024-07-27T06:03:06Z,450.57,0
237,5,497,53,71.23,115.65,PL,PL,app,fashion,0,1,1,1,2024-07-28T13:28:59Z,371.14,0
238,5,497,53,71.23,51.94,PL,PL,web,electronics,0,1,1,1,2024-07-30T03:50:52Z,415.83,0
239,5,497,53,71.23,73.12,PL,PL,web,travel,0,1,1,1,2024-07-31T02:44:16Z,130.51,0
240,5,497,53,71.23,48.81,PL,PL,web,gaming,0,1,1,1,2024-08-20T13:46:03Z,428.65,0
241,5,497,53,71.23,85.29,PL,PL,web,electronics,0,1,1,0,2024-09-02T07:21:00Z,204.25,0
242,5,497,53,71.23,63.92,PL,PL,app,fashion,0,1,1,1,2024-09-06T00:03:20Z,3.36,0
243,5,497,53,71.23,44.53,PL,PL,app,fashion,0,1,1,1,2024-09-10T06:57:22Z,36.27,0
